Department,SourceOfFund,DateRequested,DateNeeded,DateApproved,ApprovalLagDays,TransactionType,ModeOfPayment,TermsOfPayment,PR,PO,RR,TaxRegistration,TypeOfBusiness,Currency,Amount,ServiceFee,Less:EWT,NetTotalAmount,StudentsEnrolled,ProgramCount,AccreditationAudit,GovtFundingChange,TuitionPolicy
CEA,General Fund,2025-01-18,2025-02-09,2025-01-24,6,Purchase Order,Cheque,Net 7,PR-2025-7689,PO-2025-1284,RR-2025-2541,Non-VAT,Services,PHP,49602.51,13.44,992.05,48597.02,5172,8,0,1.01,Freeze
ORDI,General Fund,2021-10-20,2021-11-19,2021-11-06,17,Purchase Order,Cheque,Net 30,PR-2021-1844,PO-2021-1414,RR-2021-2183,VAT,Services,PHP,12853.58,17.07,257.07,12579.44,681,0,0,1.06,Freeze
CHS,Special Fund,2023-09-24,2023-10-16,2023-09-26,2,Purchase Order,Cheque,Immediate,PR-2023-7958,PO-2023-6078,RR-2023-8747,VAT,Rental,PHP,28456.21,45.86,1422.81,26987.54,2720,5,0,1.0,Freeze
OP,General Fund,2021-12-23,2022-01-04,2021-12-29,6,Purchase Order,Fund Transfer,Net 7,PR-2021-4522,PO-2021-7041,,VAT,Goods,PHP,21403.28,15.63,214.03,21173.62,578,0,0,1.09,Freeze
CAS,General Fund,2024-08-15,2024-09-13,2024-09-02,18,Purchase Order,Cheque,Net 30,PR-2024-4919,PO-2024-1409,RR-2024-2178,VAT,Services,PHP,68771.74,23.61,1375.43,67372.7,3828,2,0,1.05,Freeze
CAS,Others,2022-05-11,2022-06-18,2022-05-11,0,Payment Only,Fund Transfer,Immediate,PR-2022-5532,,RR-2022-1056,Non-VAT,Services,PHP,38999.16,12.47,779.98,38206.71,4026,2,0,1.04,Increase
OVPAA,Project Fund,2022-07-06,2022-08-06,2022-08-05,30,Purchase Order,Cash,Net 45,PR-2022-3075,PO-2022-3451,,VAT,Services,USD,25202.93,0.0,504.06,24698.87,227,0,0,0.97,Freeze
MARCOMM,General Fund,2025-03-23,2025-05-05,2025-04-20,28,Purchase Order,Cheque,Net 30,PR-2025-9985,PO-2025-1899,,VAT,Services,USD,29744.79,27.61,594.9,29122.28,671,0,0,1.06,Freeze
ADO,Special Fund,2023-05-22,2023-06-07,2023-05-29,7,Payment Only,Fund Transfer,Net 30,PR-2023-7084,,,VAT,Services,PHP,17893.21,122.21,357.86,17413.14,233,0,0,0.9,Freeze
CAS,General Fund,2024-05-09,2024-05-25,2024-05-16,7,Payment Only,Cheque,Net 30,PR-2024-2255,,RR-2024-6679,Non-VAT,Goods,PHP,26581.8,25.75,265.82,26290.23,3815,2,0,1.07,Freeze
CGC,Paid Fund,2023-01-02,2023-01-26,2023-01-14,12,Payment Only,Cheque,Net 30,PR-2023-3568,,RR-2023-2383,VAT,Services,PHP,19217.29,1.28,384.35,18831.66,810,0,0,1.02,Freeze
OCP,Project Fund,2022-06-23,2022-07-28,2022-07-11,18,Payment Only,Cheque,Net 15,PR-2022-3166,,,VAT,Services,PHP,12964.61,20.1,259.29,12685.22,221,0,0,1.0,Increase
ITO,General Fund,2024-02-01,2024-02-17,2024-02-16,15,Payment Only,Fund Transfer,Net 30,PR-2024-2914,,RR-2024-6657,Non-VAT,Honorarium 10%,PHP,14095.74,141.4,1409.57,12544.77,448,0,0,1.06,Freeze
CEA,Paid Fund,2021-10-02,2021-11-03,2021-10-08,6,Payment Only,Cash,Net 15,PR-2021-3264,,,Non-VAT,Goods,PHP,36220.16,0.0,362.2,35857.96,4972,8,0,1.1,Freeze
CAS,Others,2022-12-10,2022-12-19,2022-12-18,8,Payment Only,Fund Transfer,Net 30,PR-2022-5757,,RR-2022-6133,Non-VAT,Rental,PHP,32190.92,84.74,1609.55,30496.63,3993,2,0,0.94,Decrease
ICELL,Project Fund,2022-01-01,2022-02-09,2022-01-02,1,Payment Only,Cheque,Immediate,PR-2022-2831,,RR-2022-9703,VAT,Goods,PHP,13243.73,40.63,132.44,13070.66,672,0,0,1.02,Freeze
ICELL,Project Fund,2024-06-17,2024-06-27,2024-06-26,9,Purchase Order,Cash,Net 30,PR-2024-9072,PO-2024-9331,,VAT,Goods,PHP,11059.18,0.0,110.59,10948.59,671,0,0,1.03,Freeze
CEA,Paid Fund,2025-09-06,2025-09-13,2025-09-12,6,Purchase Order,Fund Transfer,Net 45,PR-2025-2972,PO-2025-1374,RR-2025-9243,Non-VAT,Services,PHP,22605.85,118.7,452.12,22035.03,5165,8,0,1.08,Freeze
EVP or COO,General Fund,2025-12-21,2026-01-24,2025-12-30,9,Purchase Order,Cheque,Net 7,PR-2025-8290,PO-2025-7288,RR-2025-7953,VAT,Goods,PHP,12072.47,14.09,120.72,11937.66,378,0,0,0.99,Freeze
HS,General Fund,2023-03-12,2023-03-29,2023-03-26,14,Purchase Order,Cheque,Net 30,PR-2023-1324,PO-2023-8490,RR-2023-6423,VAT,Honorarium 5%,PHP,10079.72,9.24,503.99,9566.49,311,0,0,1.05,Freeze
ATYCB,Special Fund,2022-04-10,2022-05-10,2022-04-21,11,Purchase Order,Fund Transfer,Net 30,PR-2022-3344,PO-2022-8095,RR-2022-6743,VAT,Services,PHP,13377.46,85.94,267.55,13023.97,936,6,0,0.91,Freeze
CHSW,General Fund,2023-03-06,2023-03-17,2023-03-16,10,Payment Only,Cheque,Net 30,PR-2023-6243,,RR-2023-1783,VAT,Goods,PHP,8455.66,44.98,84.56,8326.12,331,0,0,0.96,Decrease
CHSW,General Fund,2025-03-01,2025-04-14,2025-03-11,10,Payment Only,Fund Transfer,Net 45,PR-2025-4394,,,VAT,Rental,PHP,14833.33,11.34,741.67,14080.32,386,0,0,0.94,Decrease
IFO,Project Fund,2022-01-20,2022-02-17,2022-02-06,17,Payment Only,Cheque,Net 30,PR-2022-8423,,,VAT,Goods,PHP,16774.36,23.42,167.74,16583.2,692,0,0,0.99,Freeze
PO,Project Fund,2025-09-07,2025-10-10,2025-09-12,5,Purchase Order,Fund Transfer,Immediate,PR-2025-7378,PO-2025-7987,RR-2025-7796,VAT,Goods,PHP,17474.18,53.68,174.74,17245.76,469,0,0,1.09,Decrease
IDEALS,Special Fund,2022-09-17,2022-10-24,2022-09-21,4,Payment Only,Cash,Net 15,PR-2022-9993,,RR-2022-3511,VAT,Goods,PHP,24189.08,0.0,241.89,23947.19,450,0,0,0.91,Decrease
CHS,Others,2025-12-25,2026-02-04,2025-12-29,4,Purchase Order,Fund Transfer,Net 7,PR-2025-1239,PO-2025-9092,RR-2025-7856,VAT,Goods,PHP,52750.24,46.97,527.5,52175.77,2864,5,0,0.99,Increase
CAS,General Fund,2025-03-08,2025-04-02,2025-03-10,2,Payment Only,Cheque,Immediate,PR-2025-6904,,,VAT,Goods,PHP,59059.03,34.55,590.59,58433.89,3701,2,0,1.05,Increase
IDEALS,Project Fund,2025-01-08,2025-01-31,2025-01-17,9,Purchase Order,Fund Transfer,Net 30,PR-2025-4132,PO-2025-5358,,VAT,Services,PHP,24636.67,144.04,492.73,23999.9,443,0,0,0.91,Freeze
ATYCB,Project Fund,2022-08-09,2022-08-20,2022-08-19,10,Purchase Order,Cheque,Net 30,PR-2022-8058,PO-2022-4479,RR-2022-2875,Non-VAT,Goods,PHP,51399.57,29.52,514.0,50856.05,939,6,0,0.91,Freeze
IFO,General Fund,2021-01-05,2021-01-13,2021-01-12,7,Purchase Order,Fund Transfer,Net 45,PR-2021-8859,PO-2021-2733,,VAT,Goods,PHP,21676.72,20.8,216.77,21439.15,673,0,0,0.98,Freeze
LMO,Paid Fund,2022-12-07,2022-12-17,2022-12-09,2,Payment Only,Cheque,Net 7,PR-2022-6011,,RR-2022-6500,VAT,Services,PHP,19253.46,13.9,385.07,18854.49,566,0,0,1.04,Increase
ATYCB,General Fund,2022-07-04,2022-08-15,2022-07-25,21,Purchase Order,Fund Transfer,Net 30,PR-2022-8059,PO-2022-5291,,VAT,Goods,PHP,28807.18,114.75,288.07,28404.36,972,6,0,1.07,Increase
ATYCB,General Fund,2021-03-27,2021-04-26,2021-04-08,12,Purchase Order,Fund Transfer,Net 45,PR-2021-2580,PO-2021-1771,RR-2021-9513,VAT,Services,PHP,36741.27,61.05,734.83,35945.39,1045,6,0,1.08,Freeze
CCIS,Special Fund,2023-07-01,2023-07-31,2023-07-06,5,Purchase Order,Cash,Net 7,PR-2023-8118,PO-2023-1274,RR-2023-1657,VAT,Rental,PHP,28544.61,0.0,1427.23,27117.38,3117,3,0,1.08,Increase
CLIR,General Fund,2023-01-07,2023-02-19,2023-01-16,9,Purchase Order,Fund Transfer,Net 30,PR-2023-9129,PO-2023-7336,,Non-VAT,Goods,PHP,22873.48,119.69,228.73,22525.06,406,0,0,0.97,Increase
CCIS,General Fund,2024-03-15,2024-03-22,2024-03-19,4,Payment Only,Cheque,Net 15,PR-2024-8812,,RR-2024-9909,VAT,Honorarium 5%,PHP,44821.53,36.25,2241.08,42544.2,3124,3,0,0.98,Increase
CHSW,General Fund,2024-02-11,2024-03-15,2024-02-17,6,Purchase Order,Cheque,Net 15,PR-2024-6752,PO-2024-2311,RR-2024-9079,VAT,Goods,PHP,25581.6,9.95,255.82,25315.83,406,0,0,1.09,Freeze
DOST,General Fund,2021-07-21,2021-08-15,2021-08-06,16,Purchase Order,Cheque,Net 30,PR-2021-6520,PO-2021-4904,RR-2021-7801,Non-VAT,Rental,PHP,8181.38,18.86,409.07,7753.45,234,0,0,1.06,Increase
DOST,Special Fund,2025-11-26,2025-12-30,2025-12-02,6,Purchase Order,Cheque,Net 15,PR-2025-1495,PO-2025-1769,RR-2025-8999,VAT,Goods,PHP,9161.01,31.74,91.61,9037.66,189,0,0,0.95,Freeze
LMO,Others,2021-12-22,2022-01-28,2021-12-30,8,Payment Only,Fund Transfer,Net 30,PR-2021-6264,,,VAT,Services,PHP,11580.17,46.12,231.6,11302.45,555,0,0,1.07,Freeze
NSTP,General Fund,2023-03-26,2023-04-16,2023-04-15,20,Purchase Order,Cheque,Net 15,PR-2023-5952,PO-2023-5215,RR-2023-2846,VAT,Services,PHP,10641.98,24.95,212.84,10404.19,499,0,0,1.0,Freeze
CCIS,General Fund,2023-06-17,2023-07-10,2023-06-30,13,Purchase Order,Fund Transfer,Net 30,PR-2023-4326,PO-2023-5637,RR-2023-8234,VAT,Goods,PHP,33696.26,89.53,336.96,33269.77,3112,3,0,1.06,Freeze
PO,General Fund,2025-01-16,2025-02-13,2025-01-18,2,Payment Only,Fund Transfer,Net 7,PR-2025-5362,,RR-2025-1311,Non-VAT,Goods,PHP,15693.51,14.68,156.94,15521.89,542,0,0,0.92,Freeze
LMO,Paid Fund,2021-06-22,2021-07-08,2021-07-07,15,Purchase Order,Cheque,Net 30,PR-2021-6686,PO-2021-8140,RR-2021-8638,Non-VAT,Goods,PHP,15147.71,30.21,151.48,14966.02,644,0,0,1.09,Increase
OSS,Special Fund,2023-02-17,2023-03-12,2023-02-24,7,Purchase Order,Cheque,Net 15,PR-2023-1282,PO-2023-7837,,VAT,Services,PHP,13544.36,7.28,270.89,13266.19,408,0,0,0.93,Freeze
PO,General Fund,2024-02-06,2024-03-14,2024-02-15,9,Payment Only,Fund Transfer,Net 7,PR-2024-6127,,RR-2024-9939,Non-VAT,Goods,PHP,10646.48,135.26,106.46,10404.76,506,0,0,0.99,Freeze
ATYCB,Others,2022-02-20,2022-03-06,2022-03-05,13,Payment Only,Cash,Net 45,PR-2022-2944,,RR-2022-2915,VAT,Services,PHP,29344.65,0.0,586.89,28757.76,1009,6,1,1.01,Freeze
OAVP,Paid Fund,2024-02-04,2024-02-13,2024-02-12,8,Payment Only,Fund Transfer,Net 30,PR-2024-4588,,RR-2024-4087,VAT,Goods,PHP,8193.26,79.38,81.93,8031.95,239,0,0,1.01,Increase
TO,Special Fund,2025-07-05,2025-07-20,2025-07-19,14,Purchase Order,Fund Transfer,Net 30,PR-2025-4703,PO-2025-7866,,Non-VAT,Goods,PHP,13180.23,129.14,131.8,12919.29,714,0,0,0.98,Freeze
OSS,General Fund,2025-12-22,2026-02-01,2025-12-31,9,Purchase Order,Cheque,Net 30,PR-2025-2935,PO-2025-5283,,VAT,Goods,PHP,19677.64,45.08,196.78,19435.78,343,0,0,0.96,Freeze
OP,General Fund,2021-02-18,2021-02-27,2021-02-19,1,Payment Only,Cash,Immediate,PR-2021-6820,,,VAT,Goods,PHP,18924.97,0.0,189.25,18735.72,585,0,0,0.94,Increase
CCIS,Others,2022-03-11,2022-04-14,2022-03-18,7,Payment Only,Cheque,Net 30,PR-2022-4676,,,Non-VAT,Services,PHP,18709.95,18.57,374.2,18317.18,2982,3,0,0.93,Increase
IFO,General Fund,2022-07-07,2022-07-17,2022-07-11,4,Payment Only,Cheque,Net 15,PR-2022-7046,,RR-2022-8354,VAT,Goods,PHP,12190.86,5.03,121.91,12063.92,691,0,0,1.05,Increase
CEA,Others,2023-01-08,2023-02-18,2023-01-28,20,Purchase Order,Cheque,Net 30,PR-2023-3010,PO-2023-3296,RR-2023-2239,VAT,Goods,PHP,66357.18,32.19,663.57,65661.42,5019,8,0,1.01,Freeze
CORPCOMM,General Fund,2022-03-21,2022-04-24,2022-03-25,4,Payment Only,Cheque,Net 15,PR-2022-8375,,RR-2022-1734,VAT,Honorarium 10%,PHP,11694.24,6.55,1169.42,10518.27,272,0,0,0.99,Increase
CEA,Paid Fund,2022-01-11,2022-02-21,2022-01-26,15,Purchase Order,Cheque,Net 30,PR-2022-1974,PO-2022-6638,RR-2022-1589,VAT,Goods,PHP,80989.54,23.86,809.9,80155.78,4956,8,0,1.08,Freeze
CAS,General Fund,2025-10-19,2025-11-16,2025-10-27,8,Payment Only,Fund Transfer,Net 30,PR-2025-7686,,RR-2025-1709,Non-VAT,Services,PHP,23114.96,55.13,462.3,22597.53,3719,2,1,0.93,Freeze
HRMO,Project Fund,2025-07-10,2025-07-30,2025-07-19,9,Purchase Order,Fund Transfer,Net 30,PR-2025-9734,PO-2025-8780,RR-2025-9743,VAT,Services,PHP,21876.77,61.27,437.54,21377.96,612,0,0,0.92,Freeze
LMO,Others,2021-03-13,2021-04-08,2021-03-23,10,Payment Only,Fund Transfer,Net 45,PR-2021-1147,,RR-2021-7579,VAT,Rental,PHP,5799.06,107.24,289.95,5401.87,597,0,0,1.0,Freeze
MARCOMM,General Fund,2022-09-05,2022-09-23,2022-09-09,4,Payment Only,Cheque,Net 15,PR-2022-6553,,RR-2022-7760,VAT,Rental,PHP,8480.8,37.17,424.04,8019.59,641,0,0,1.01,Freeze
NSTP,Paid Fund,2023-01-13,2023-02-22,2023-01-19,6,Purchase Order,Cheque,Net 15,PR-2023-5150,PO-2023-4872,RR-2023-9364,VAT,Honorarium 5%,PHP,27196.23,15.2,1359.81,25821.22,524,0,0,1.02,Freeze
CEA,Project Fund,2022-03-11,2022-03-30,2022-03-18,7,Payment Only,Cash,Net 30,PR-2022-6265,,RR-2022-7788,VAT,Goods,PHP,73931.77,0.0,739.32,73192.45,4964,8,0,1.06,Freeze
HS,Others,2024-02-08,2024-03-19,2024-02-15,7,Purchase Order,Fund Transfer,Net 15,PR-2024-6863,PO-2024-4662,RR-2024-1073,VAT,Services,PHP,17229.8,147.59,344.6,16737.61,330,0,0,0.97,Increase
IFO,Project Fund,2024-03-12,2024-04-25,2024-03-18,6,Purchase Order,Cheque,Net 15,PR-2024-8729,PO-2024-2220,RR-2024-2620,Non-VAT,Goods,PHP,28164.57,39.62,281.65,27843.3,640,0,0,1.02,Freeze
OCP,Paid Fund,2025-03-25,2025-04-17,2025-04-03,9,Purchase Order,Fund Transfer,Net 30,PR-2025-2527,PO-2025-1306,RR-2025-8327,Non-VAT,Goods,PHP,16857.51,31.36,168.58,16657.57,280,0,0,1.09,Freeze
QAEO,Paid Fund,2024-09-20,2024-10-10,2024-10-06,16,Purchase Order,Fund Transfer,Net 30,PR-2024-1819,PO-2024-4505,,VAT,Goods,PHP,4075.71,14.74,40.76,4020.21,453,0,0,0.94,Freeze
RO,Others,2023-09-19,2023-10-14,2023-09-25,6,Purchase Order,Fund Transfer,Net 15,PR-2023-5711,PO-2023-2485,RR-2023-6435,Non-VAT,Rental,PHP,5095.06,16.53,254.75,4823.78,550,0,0,1.04,Increase
CCIS,Special Fund,2024-04-17,2024-05-03,2024-05-02,15,Purchase Order,Cheque,Net 45,PR-2024-6781,PO-2024-8062,,VAT,Goods,PHP,45441.89,23.35,454.42,44964.12,3195,3,0,0.93,Increase
CHS,General Fund,2022-05-08,2022-06-20,2022-06-12,35,Payment Only,Cash,Net 30,PR-2022-7328,,RR-2022-9759,VAT,Goods,PHP,45255.34,0.0,452.55,44802.79,2627,5,0,1.04,Increase
ATYCB,General Fund,2024-01-12,2024-02-20,2024-01-20,8,Purchase Order,Cash,Net 15,PR-2024-9378,PO-2024-7708,RR-2024-3646,VAT,Services,PHP,45091.1,0.0,901.82,44189.28,932,6,0,0.95,Freeze
CCIS,General Fund,2023-06-17,2023-07-27,2023-06-27,10,Purchase Order,Fund Transfer,Net 30,PR-2023-5524,PO-2023-4483,RR-2023-5975,VAT,Goods,PHP,45765.21,123.27,457.65,45184.29,3110,3,0,1.05,Freeze
ICELL,General Fund,2021-08-26,2021-09-12,2021-09-07,12,Payment Only,Fund Transfer,Net 30,PR-2021-5742,,RR-2021-3395,VAT,Goods,PHP,13117.38,95.03,131.17,12891.18,623,0,0,1.08,Freeze
IFO,General Fund,2022-03-24,2022-04-03,2022-03-31,7,Purchase Order,Cheque,Net 15,PR-2022-5928,PO-2022-7057,RR-2022-8931,Non-VAT,Rental,PHP,14089.68,16.03,704.48,13369.17,619,0,0,1.0,Freeze
CEA,Project Fund,2022-06-22,2022-07-26,2022-06-29,7,Payment Only,Fund Transfer,Net 30,PR-2022-1771,,RR-2022-5497,Non-VAT,Services,PHP,32687.23,41.88,653.74,31991.61,4996,8,0,1.06,Freeze
ATYCB,General Fund,2025-08-09,2025-09-21,2025-08-13,4,Purchase Order,Fund Transfer,Net 7,PR-2025-8895,PO-2025-8049,RR-2025-7173,VAT,Services,PHP,55179.04,110.72,1103.58,53964.74,836,6,0,0.95,Freeze
OAVP,General Fund,2022-02-20,2022-03-06,2022-02-22,2,Purchase Order,Fund Transfer,Immediate,PR-2022-6650,PO-2022-3857,RR-2022-2320,Non-VAT,Services,PHP,27375.46,95.58,547.51,26732.37,224,0,0,0.95,Freeze
CCIS,General Fund,2022-06-12,2022-06-29,2022-06-18,6,Purchase Order,Cheque,Net 15,PR-2022-5847,PO-2022-6448,RR-2022-3164,Non-VAT,Services,PHP,29684.08,44.37,593.68,29046.03,3033,3,0,1.08,Freeze
OAVP,General Fund,2022-11-03,2022-11-19,2022-11-09,6,Purchase Order,Fund Transfer,Net 7,PR-2022-2845,PO-2022-2682,RR-2022-1577,Non-VAT,Goods,PHP,22844.78,10.55,228.45,22605.78,178,0,0,0.92,Increase
ITO,General Fund,2024-04-23,2024-05-22,2024-05-11,18,Purchase Order,Fund Transfer,Net 30,PR-2024-6645,PO-2024-9779,RR-2024-5869,VAT,Services,PHP,15746.63,102.77,314.93,15328.93,388,0,0,1.03,Freeze
ICELL,Special Fund,2021-07-08,2021-08-10,2021-07-15,7,Payment Only,Fund Transfer,Net 30,PR-2021-5305,,RR-2021-7796,VAT,Goods,PHP,10633.97,83.28,106.34,10444.35,698,0,0,0.97,Freeze
CAS,General Fund,2025-10-23,2025-11-01,2025-10-31,8,Payment Only,Fund Transfer,Net 30,PR-2025-3423,,,VAT,Goods,PHP,30744.25,34.56,307.44,30402.25,3693,2,0,1.03,Increase
LMO,Special Fund,2025-04-24,2025-05-27,2025-05-20,26,Payment Only,Fund Transfer,Net 30,PR-2025-9834,,,Non-VAT,Services,PHP,10395.77,79.44,207.92,10108.41,626,0,0,1.03,Freeze
CHS,Special Fund,2023-12-13,2024-01-08,2023-12-17,4,Payment Only,Cash,Net 15,PR-2023-4783,,,Non-VAT,Goods,PHP,27209.68,0.0,272.1,26937.58,2741,5,0,0.98,Freeze
CEA,Others,2024-05-08,2024-06-18,2024-05-31,23,Payment Only,Cash,Net 30,PR-2024-3389,,RR-2024-4759,VAT,Honorarium 5%,PHP,112869.5,0.0,5643.48,107226.02,5114,8,0,0.94,Decrease
ATYCB,Special Fund,2021-02-02,2021-03-03,2021-02-04,2,Payment Only,Cash,Net 7,PR-2021-8334,,RR-2021-4183,VAT,Goods,PHP,55621.87,0.0,556.22,55065.65,1059,6,0,1.0,Freeze
MARCOMM,General Fund,2022-09-10,2022-09-26,2022-09-17,7,Purchase Order,Fund Transfer,Net 15,PR-2022-6909,PO-2022-3150,RR-2022-8921,VAT,Goods,PHP,11320.49,98.39,113.2,11108.9,594,0,0,0.91,Freeze
ATYCB,General Fund,2025-01-07,2025-02-09,2025-01-12,5,Purchase Order,Fund Transfer,Net 7,PR-2025-7383,PO-2025-6369,RR-2025-7687,VAT,Honorarium 5%,PHP,97179.18,71.79,4858.96,92248.43,862,6,0,1.04,Decrease
CHS,General Fund,2021-05-21,2021-06-12,2021-05-28,7,Payment Only,Fund Transfer,Net 30,PR-2021-8147,,,Non-VAT,Goods,PHP,34365.42,37.27,343.65,33984.5,2597,5,0,0.96,Freeze
ITO,Paid Fund,2022-05-08,2022-06-07,2022-05-14,6,Purchase Order,Cash,Net 15,PR-2022-9184,PO-2022-1853,RR-2022-3892,Non-VAT,Goods,USD,19920.07,0.0,199.2,19720.87,358,0,0,0.94,Increase
HRMO,Special Fund,2023-12-14,2023-12-30,2023-12-29,15,Purchase Order,Fund Transfer,Net 45,PR-2023-2895,PO-2023-6723,,Non-VAT,Goods,PHP,43521.46,62.96,435.21,43023.29,595,0,0,0.95,Freeze
CHS,General Fund,2022-04-21,2022-04-28,2022-04-22,1,Payment Only,Cash,Immediate,PR-2022-1738,,,VAT,Goods,PHP,38929.5,0.0,389.3,38540.2,2627,5,0,0.94,Freeze
CSCE,Paid Fund,2025-08-06,2025-08-31,2025-08-12,6,Payment Only,Fund Transfer,Net 15,PR-2025-8536,,,Non-VAT,Services,USD,11700.34,100.76,234.01,11365.57,439,0,0,1.0,Freeze
IFO,General Fund,2021-08-15,2021-09-24,2021-08-19,4,Purchase Order,Fund Transfer,Net 7,PR-2021-2919,PO-2021-9314,RR-2021-7468,VAT,Services,PHP,11228.38,107.62,224.57,10896.19,645,0,0,1.0,Freeze
CAS,Others,2025-01-05,2025-02-14,2025-01-08,3,Payment Only,Cheque,Net 7,PR-2025-2310,,RR-2025-9678,VAT,Goods,PHP,63490.63,3.1,634.91,62852.62,3710,2,0,0.9,Freeze
CEA,Special Fund,2023-07-19,2023-08-12,2023-07-31,12,Payment Only,Cash,Net 30,PR-2023-4826,,RR-2023-4274,VAT,Services,PHP,39153.04,0.0,783.06,38369.98,5013,8,0,1.09,Increase
CHS,Project Fund,2024-10-07,2024-10-18,2024-10-11,4,Payment Only,Fund Transfer,Net 15,PR-2024-1054,,RR-2024-7000,VAT,Honorarium 5%,PHP,67220.73,149.12,3361.04,63710.57,2795,5,0,1.01,Freeze
LMO,Project Fund,2022-07-06,2022-07-15,2022-07-14,8,Purchase Order,Fund Transfer,Net 30,PR-2022-7032,PO-2022-2024,RR-2022-8046,VAT,Goods,PHP,19525.24,29.29,195.25,19300.7,586,0,0,1.02,Freeze
ITO,Paid Fund,2023-07-07,2023-08-14,2023-08-07,31,Payment Only,Cash,Net 30,PR-2023-8706,,RR-2023-2909,VAT,Goods,PHP,12051.41,0.0,120.51,11930.9,355,0,0,1.06,Freeze
ATYCB,General Fund,2025-04-24,2025-06-07,2025-05-14,20,Purchase Order,Cheque,Net 30,PR-2025-6446,PO-2025-5565,RR-2025-7705,VAT,Services,PHP,59526.7,49.67,1190.53,58286.5,866,6,0,1.01,Freeze
OAVP,General Fund,2023-04-02,2023-05-13,2023-04-06,4,Purchase Order,Cheque,Net 7,PR-2023-7144,PO-2023-7538,RR-2023-9328,VAT,Goods,PHP,20514.59,24.5,205.15,20284.94,201,0,0,1.06,Increase
CAS,General Fund,2022-11-20,2022-12-29,2022-12-07,17,Payment Only,Cheque,Net 45,PR-2022-4271,,,Non-VAT,Goods,PHP,30862.16,26.94,308.62,30526.6,4003,2,0,0.96,Freeze
CCIS,Paid Fund,2023-09-23,2023-10-13,2023-10-06,13,Payment Only,Fund Transfer,Net 15,PR-2023-3521,,RR-2023-5128,VAT,Goods,PHP,29156.81,93.15,291.57,28772.09,3074,3,0,1.03,Freeze
ATYCB,Special Fund,2024-08-08,2024-09-04,2024-08-13,5,Purchase Order,Cash,Net 7,PR-2024-4631,PO-2024-8623,RR-2024-9399,VAT,Goods,PHP,75548.07,0.0,755.48,74792.59,918,6,0,0.96,Increase
QAEO,Special Fund,2023-03-16,2023-04-10,2023-04-01,16,Payment Only,Fund Transfer,Net 30,PR-2023-6048,,,VAT,Services,PHP,13437.48,107.02,268.75,13061.71,441,0,0,0.93,Freeze
HS,Special Fund,2025-08-21,2025-09-16,2025-08-25,4,Payment Only,Cheque,Net 15,PR-2025-9630,,,VAT,Services,PHP,8806.91,28.25,176.14,8602.52,331,0,0,0.94,Decrease
CGC,Project Fund,2022-06-21,2022-07-23,2022-06-25,4,Purchase Order,Cash,Net 7,PR-2022-4493,PO-2022-6219,,VAT,Services,PHP,14353.19,0.0,287.06,14066.13,727,0,0,0.97,Freeze
CEA,General Fund,2023-05-28,2023-07-03,2023-06-10,13,Purchase Order,Fund Transfer,Net 30,PR-2023-5469,PO-2023-6619,,Non-VAT,Goods,PHP,63043.06,43.03,630.43,62369.6,5087,8,0,1.01,Increase
EVP or COO,Special Fund,2024-10-15,2024-11-07,2024-10-17,2,Purchase Order,Fund Transfer,Immediate,PR-2024-2392,PO-2024-1708,RR-2024-7387,VAT,Rental,PHP,6198.78,97.85,309.94,5790.99,342,0,0,1.06,Freeze
CHS,Others,2024-06-25,2024-07-26,2024-06-25,0,Payment Only,Fund Transfer,Immediate,PR-2024-1050,,RR-2024-8612,VAT,Services,PHP,28658.58,109.98,573.17,27975.43,2860,5,0,0.92,Decrease
ADO,General Fund,2025-04-06,2025-04-28,2025-04-13,7,Payment Only,Cash,Net 30,PR-2025-3681,,RR-2025-4097,VAT,Services,PHP,10629.49,0.0,212.59,10416.9,228,0,0,1.03,Freeze
ORDI,Paid Fund,2025-12-21,2026-01-17,2025-12-21,0,Payment Only,Cheque,Immediate,PR-2025-9492,,RR-2025-6746,VAT,Goods,PHP,21526.48,26.88,215.26,21284.34,720,0,0,0.97,Increase
EVP or COO,Project Fund,2023-02-07,2023-03-06,2023-02-17,10,Payment Only,Fund Transfer,Net 15,PR-2023-3318,,,Non-VAT,Honorarium 5%,PHP,8804.27,68.91,440.21,8295.15,441,0,0,1.02,Freeze
CCIS,General Fund,2021-07-17,2021-08-05,2021-07-28,11,Payment Only,Cheque,Net 30,PR-2021-8636,,,VAT,Rental,PHP,24647.79,30.82,1232.39,23384.58,2987,3,0,0.97,Increase
IDEALS,General Fund,2021-02-21,2021-03-09,2021-03-03,10,Payment Only,Cheque,Net 30,PR-2021-4343,,RR-2021-9435,Non-VAT,Services,PHP,26982.06,32.82,539.64,26409.6,500,0,0,0.92,Freeze
QAEO,Special Fund,2024-08-21,2024-09-02,2024-08-27,6,Purchase Order,Fund Transfer,Net 7,PR-2024-7189,PO-2024-1925,RR-2024-8306,VAT,Goods,USD,19793.37,149.51,197.93,19445.93,492,0,0,1.0,Freeze
ATYCB,General Fund,2025-05-28,2025-07-07,2025-06-30,33,Payment Only,Fund Transfer,Net 45,PR-2025-7749,,RR-2025-8135,VAT,Goods,PHP,46472.61,50.5,464.73,45957.38,886,6,0,1.0,Increase
